domain,ransomwareGroup,timestamp,lockbitURL,domainCountry,domainDescription
grebe-korbach.de,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/Nka7Vcg8UQSt1Rdq64efb8b4b82c1,DE,The company Grebe & Sohn GmbH operates a liquid gas distribution storage facility in your neighborhood in the Am Hagen industrial area on Elfringhäuser Weg in Korbach.
optoflux.com,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/bKrPh8Sft7pGEIFf64efb9e1d376d,,"We produce precision optics that are used in numerous industries, for example automotive, medical, industrial or consumer.High quality and absolute precision are just as much our focus as the requirements of our customers. Therefore, we continuousl..."
alpepipesystems.com,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/6FnifjnSH37QZRrm64efbbc6a4da9,,"THE wholesaler for pipes and civil engineering components and have specialized in trading with steel pipes (that ALPE ""Fuchsrohr"" system) and cast iron pipes concentrated. With experience and know-how, we supply pipes together with Molded parts, acce..."
losh.com,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/gB70b10v3B1qg8DJ64efbccd2531c,,"We began in 1990 as Losh Communications installing Business telephones systems for AT&T. We stuck with it as that division of AT&T became Lucent and eventually, Avaya.Over the years, we have branched out to become a leading IT Service provider with..."
greensboro.edu,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/Juhfd6cAqJAObvlN64efc748ac175,,"Greensboro College provides a liberal arts education fostering intellectual, social and spiritual development while supporting the individual needs of all students."
emec.com.eg,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/Xk09ZXsMtNdmwDfO64efa55c9b6f3,SY,"Founded in 1983, EMEC is headquartered in Egypt with operations throughout the Middle East and North Africa including Egypt, Saudi Arabia, Kuwait, Algeria, Qatar(suspended), Libya (suspended) and Syria (suspended). EMEC services include drilling flui..."
auto-pieces.fr,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/JV90NFglHN5HBnUH64efa63610561,FR,"Since 1979, AUTO PIECES, in Reims in the department of Marne (51), has been offering its services in the fields of vehicle destruction, the sale of spare parts and the fitting of tires"
guillerm-habitat.fr,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/kMfbZgTjvMZDtvoS64efa74c0e9a2,FR,"Builder of individual houses in Brittany, Finistère in prefabricated concrete structure. With our years of experience in suburban construction, we have developed a whole range of houses."
acolea.org,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/GoZCuSW7tZyEIgQY64efa7aceacb8,,Volunteer organization
otltd.co.uk,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/8ijiBsAHc9lz6xyd64efa830a6419,UK,"OTL was created to support retailers and wholesalers within the discount sector. We're committed to delivering the products that your customers want at the prices you need. Our range includes over a thousand products and spans dozens of categories, w..."
annals.edu.sg,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/b3Rua7Wdyidf0Ph864efa95fe3e2a,SG,Annals Singapore
inouemfg.com,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/hYNAbyFYHydqT3rS64efaa038db57,,"INOUE MFG., INC."
potenciamaquinaria.com,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/rgQf1hTMVdTdv09B64efaa8620274,,Access the best brands of professional machinery and tools without making large investments or facing maintenance costs
locaparc.fr,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/1owIuDFfDZ7R8gC764efacc52e758,FR,"A regional economic player, Loca-Parc is an independent company specializing in the rental of trucks, with and without drivers."
dollinger-pierre.fr,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/QwAbMesEcH5Zq8A764efb0686f22b,FR,"Founded in 1967 by Pierre Dollinger, this family business has never ceased to meet many challenges, to remain close to all its customers, individuals, communities, establishments, and to make new cutting-edge technologies available to all. his areas..."
feuille-erable.fr,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/dpZAHJ7sLPkILGUd64efb1fdcdf15,FR,A beautiful adventure of the Circular Economy and an emblematic Inclusive Company present throughout Brittany.
texline-global.com,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/9slu3igL7S4JUDQG64ef69a1350d6,,Integrated supply-chain system across 10 countriesTex Line provides comprehensive business solutions at all stages of the supply chain by leveraging onto our extensive network of global resources.
lhvisionclinic.com,lockbit3,30/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/KjUucyT2s2ZTZGhq64ef0974a97b4,,LivingHope Vision Clinic located in Burlington and Hamilton.
sherwin-electric.com,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/fC1qN3iVfmlUeuGX64ee54cd523c5,,"Sherwin continues to expand their electrical presence in the Industrial, Commercial, and Solar markets."
beniculturali.it,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/7mv65ATGSLUil1BG64ee55d49b849,IT,Ministry of Cultural Heritage and Activities and Tourism is the culture ministry of the Italian Republic
jamaicainn.com,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/VJdl0n4LFKpGkJGn64ee569131755,JM,"Located in beautiful Ocho Rios, Jamaica Inn boasts an eight-acre property situated on a private cove with an offshore reef two miles east of the town center. With a 700-foot private white sand beach considered to be one of the best in the Caribbean."
uprepschool.org,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/a6DAzxpzJWw51FYP64ee597164146,,University Prep’s two elementary schools (kindergarten – 5th grade) in Northeast Denver are tuition free public charter schools with a simple and clear mission – prepare every child for a four-year college degree and a life of opportunity.
casa-andina.com,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/2ZqrY05YM0hpkDLI64ee3a2d8de31,PE,"We are a Peruvian hotel chain founded in February 2003, focused on providing our guests with a travel experience. We integrate the particularities of each destination where we are from architecture, decoration, gastronomy, activities and music, thus..."
renaultinantwerpen.be,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/yfcbOpvs5HMGEVFT64ee3f6b66eab,BE,"The Company offers a range of new and used passenger cars, utility vans, hybrid cars, and electric vehicles as well as provides financing, workshops, and accessories. Renault Antwerpen conducts business in Belgium."
greenside-sch.org,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/jbCmjPC5SBFeYVdb64ee4115ef219,,Education School
wkclawfirm.com,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/zzD5bLhEpaA8joKC64ee41dc61625,,"Winstein, Kavensky & Cunningham was originally established in 1960 by Stewart Winstein (1914-2010) and Harrison H. Kavensky. We are one of the oldest and most prestigious law firms in the Quad Cities and surrounding communities. For more than 60 year..."
distribuidoradavidsa.com,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/C5tZiAj03PVsYSfJ64ee2a8b0e467,PA,"We have a variety of Ford® car models in Panama, all with an innovative design, elegant interiors, technology, safety and outstanding performance. A car for every lifestyle."
cm.gov.nc.tr,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/manPs5I3SIJVYU2L64ee2e1d03728,TR,Republic assemblish
younghomes.com,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/MYLx83YTrgUaqPar64ee30b4e84b6,,"Young Homes is a builder you can trust because its goal has never changed, wavered, or varied. This goal has been, and always will be, home buyer satisfaction."
fimadev.fr,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/msUQxmupYh8qQhEw64ee3251662e5,FR,Fimadev group of companies.
immoselekt.be,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/o9y6TmlnDPdXSwJC64ee32741bc33,BE,"You don't just buy or sell a house. It's a decision that can make a big difference in your way of life, your wealth, your happiness. And Immo Selekt is there to help you with this big step. And we go very far in that."
cloverbrook.com,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/uBDaQfyp0mmHX7jh64ee33811f33d,,We are vertically integrated weft and warp knitter fabric producer working with some of the best known brands in the world.
carolfoxassociates.com,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/k4q7LEoZrOPWFHm264ee340e6ef25,,"Carol Fox & Associates (CF&A) is an award-winning PR, branding, digital marketing and events agency. Fully integrated to meet the demands of an ever-changing industry, our team is plugged in, switched on and ready to elevate your brand. No project is..."
mergerecords.com,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/XtkMSnDvLrQqHAwR64ee36700eb94,,"Merge Records was started in the summer of 1989 by Laura Ballance & Mac McCaughan, the same summer they formed the band Superchunk in Chapel Hill, North Carolina."
ukseung.co.kr,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/m1xShU6jqNo0kTXD64ee3700b284b,KR,Manufacturing of inorganic pigments
michalovich.co.il,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/DqimfKqnHwEJiVnN64ee395b8ad83,IL,Haim Michalovitz Company Management and Entrepreneurship Ltd. is a company that specializes in the execution of prestigious projects in the field of construction.
esprigas.com,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/1gGpAp2hA8aIXxPP64edbe055ebff,,"EspriGas is a technology driven beverage, medical, and industrial gas company. It brings a modern approach to the gas industry by utilizing a network business model to deliver products nationally"
Kendrion.com,lockbit3,29/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/80S2VzfIGbswkp8u64ed498c4f239,,KENDRION - innovative solutions for automotive and industry Products Markets Career We focus on intelligent actuator technology to help drive the global transition towards electrification and other forms of clean energy.Tomorrow we'll attach proofs...
grupomartex.com,lockbit3,27/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/6vj7R9lsSZgGnWpn64ebc03263723,,"Martex is a leading international corporation that specializes in high-performance textile solutions for sports, military, police, ballistics and institutional/public sector markets.Our goal is to integrate solutions with the highest quality sta..."
jhilburn.com,lockbit3,27/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/Ajto31Hxwswjkot864ebc0bbe40ba,,Company data leak
senacrs.com.br,lockbit3,25/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/BdM0ghUrlKSLYUHB64e7ef155f489,BR,"Senac-RS. Cursos Livres. Capacitações em 18 áreas do conhecimento, com rápida inserção no mercado profissional. Saiba mais. Ensino Médio. Com metodologia integrada ao Técnico em Informática para Internet, o Ensino Médio Senac oportuniza uma vivência..."
qintess.com,lockbit3,23/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/tQlvw0eCHbLffKPW64e67d5326a09,,Qintess digital transformation solutions take your business to where it needs to be. We start by understanding the essence of your business in-depth. The reasons for its success. Your vision for the future. The processes that are essential to your ef...
iledefrance-nature.fr,lockbit3,23/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/qypbn9aewJkNbOm164e6765319127,FR,"Dans le cadre de la création d’Île-de-France nature, le site internet est en cours de maintenance. Nous veillons � mettre � jour, dans les meilleurs délais, l’ensemble de ses contenus et vous remercions de votre compréhension"
newsupri.com.br,lockbit3,23/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/ChY9nY9jHzBQPNrt64e677a3d4a95,BR,"A Newsupri é uma empresa especialista em prover soluções inovadoras em infraestrutura de TI. São 35 anos de inovação e experiência, atendendo a Região Nordeste através de um time com mais de 30 profissionais altamente qualificados."
mcnamaradrass.com,lockbit3,23/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/bS4dumpqxjdZR00W64e3fe4547fec,,We were hacked by McNamara & Drass. This company has absolutely no respect for confidential information and is negligent with respect to the legal information of U.S. citizens. The management of this company refused to correct their mistakes and refu...
tonystark.com,lockbit3,22/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/MxDMtlbkHSQyn9Gi64e5122d9bc6d,,tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.com tonystark.co...
decrolyamericano.edu.gt,lockbit3,22/08/2023,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/FzKVVCdrptPohXqB64e4ac05759c3,GT,"Colegio Decroly Americano (CDA) was established in 1993 as a private, bilingual (Spanish-English), co-educational, non-sectarian school, and is run by a Board of Directors. The school is authorized by the Guatemalan Ministry of Education and offers a U.S.-Guatemala program."
sicl.lk,lockbit3,22/08/2023,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/4IUEyMhmNUl9NnSc64e4a87978885,LK,"Sanasa Insurance Company Ltd (SICL) registered under the name of Seemasahitha Sanasa Rakshana Samagama as a public limited liability company, incorporated in Sri Lanka under companies act No 17 of 1982 and re- registered under the companies act No 07 of 2007"
apdparcel.com.au,lockbit3,21/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/nAVAcSCPM9uVeQNC64e3b5273110d,AU,South Australian delivery company that has all of your parcel delivery needs covered. Company that have been operating for over 53 years.
stockwellharris.com,lockbit3,20/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/IdgVwOYLnzLpnY1E64e284aaa6746,,"Since the law company stockwellharris.com refused to correct its mistakes and neglected the security of its clients' data, we publish a large amount of legal data of this company. We recommend all partners and clients of this company to stop cooper..."
hallbergengineering.com,lockbit3,20/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/BZ70DBpH1ay4Igyo64e1f8ab5cc93,,"Hallberg Engineering, Inc. (HEI) is a mechanical and electrical consulting engineering firm specializing in the design of mechanical, electrical, and technology systems, and commissioning. Our experienced engineers provide various services includ..."
cloudtopoffice.com,lockbit3,20/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/byAevBXIr4P6mqD264e1c81aa5e78,,"CloudTop Office was incorporated in early 2000 under the name Tandem Training and Consulting, and initially, we offered CRM Consulting, Act! training and training for end-user applications (MS Office, Quickbooks, and Crystal Reports). We have been wo..."
equip-reuse.com,lockbit3,20/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/mS08wcosXf9ou4Zw64e1c1d925115,,"ABOUT EQUIPMENT REUSE INTERNATIONALAt Equipment Reuse International, we exclusively sell used and rebuilt Liebherr parts and components. We have a large selection of parts for several categories of machines including material handlers, excavators..."
cochraninc.com,lockbit3,20/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/qEHYNGa12f4hKrmL64e1c7102ae2f,,"About Cochran: Today, under the leadership of Walter’s granddaughter LeeAnn, Cochran is a major force in the electrical, technology, and shore power industries. With revenues exceeding $200M, we’re big enough to offer a broad range of services and ca..."
s3groupltd.com,lockbit3,19/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/pc8mPDeN6Rn2E3ej64e0b76809487,,"We exfiltrated the main company data https://www.sendbig.com/view-files/?Id=95ace96f-bb9c-5931-855f-c080a95994b3 and we will publish after deadline.S3 Group of companies provide a broad range of sole sourced solutions to multi-industry OEMs, dist..."
macuspana.gob.mx,lockbit3,19/08/2023,http://lockbitaptbdiajqtplcrigzgdjprwugkkut63nbvy2d5r4w2agyekqd.onion/post/RftqX2B9c6Iynr1T64df42ca03ea5,MX,Cuenta oficial del Gobierno de Macuspana. H. Ayuntamiento Constitucional 2021-2024
phitoformulas.com.br,lockbit3,19/08/2023,http://lockbitaptbdiajqtplcrigzgdjprwugkkut63nbvy2d5r4w2agyekqd.onion/post/sBCtwyDLCODnl3kj64df43398c2ff,BR,"At Phito Formulas, we believe that taking care of your health is more than an obligation, it is a mission. Therefore, we work with dedication and commitment to offer the best compounded drugs on the market, always in compliance with ANVISA standards..."
purever.com,lockbit3,18/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/GucGIvJKDElZLX8H64dfcc936c8a4,,purever.com
neolife.com,lockbit3,18/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/pDRU3LyjVMt8Kdg164df8ec0a1d5a,US,"NeolifeFood & Beverage · California, United States · 135 EmployeesNeoLife International Ltd is a company that operates in the Health, Wellness and Fitness industry. It employs 101-250 people and has $10M-$25M of revenue."
mitchcointernational.com,lockbit3,18/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/ymZf5sCVr0f3SapX643ddd5c1e0df,US,"Mitchco International is a privately owned defense contractor focused on providing staffing and food service support to military facilities throughout the United States. Mitchco International based in Louisville, KY, and offer food service support to..."
tedpella.com,lockbit3,18/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/IBp2mvi7MEpcMsO364a2cf568837f,,"We manufacture and sell instruments and supplies to serve laboratories dedicated to a variety of types of microscopy: Transmission and Scanning Electron Microscopy, Electron Microprobe Analysis, Atomic Force Microscopy, Confocal Laser Microscopy and..."
umchealth.com,lockbit3,17/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/0eKkQ9datfEdTMrA64de68a2d269d,,"At United Medical Centers we continually strive to provide the highest quality, affordable, and accessible healthcare services to residents of Eagle Pass, Del Rio, Brackettville and surrounding communities. With nine (9) locations, we proudly serve t..."
sgl.co.th,lockbit3,17/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/kCdpgAca6e7OwAqj64de355eee1fc,TH,Sumisho Global Logistics Co Ltd is a company that operates in the Logistics and Supply Chain industry.
SFJAZZ.ORG,lockbit3,17/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/OJDzf1OZuDTs1H2i64de001313f9e,US,"SFJAZZ CenterMedia & Internet · California, United States · 99 EmployeesFounded in 1983, SFJAZZ is the largest nonprofit presenter of jazz and education programs in the western United States. SFJAZZ presents over 100 concerts a year to over 100..."
mybps.us,lockbit3,17/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/5fVN2T97ZapIcqTT64de023f430ed,US,"BPS Tax & Accounting Services - Business InformationAccounting Services · Georgia, United States ·"
kriegerklatt.com,lockbit3,17/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/G9zsU6vwPJuSnE9X64de04b3be936,US,"Krieger Klatt Architects - Business InformationArchitecture, Engineering & Design · Michigan, United States ·"
Smart-swgcrc.org,lockbit3,17/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/LFLCMvjuKdXs6FMn64ddfd98dbb00,US,"Smart-swgcrc.orgColleges & Universities · Mississippi, United States ·"
jhillburn.com,lockbit3,14/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/3JfGtkwd2JB02AQu64da922304ee0,,"J.Hilburn started with one mission: to guarantee fit and eliminate unnecessary markups in menswear.We obsessively re-engineered menswear to provide men with a custom-made wardrobe that fits - fits his body, fits his personality, and fits his life..."
qbcqatar.com.qa,lockbit3,14/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/AInQB8pgKPhnQIZ364da6d6562770,QA,"Headquartered in Doha since 1971, Qatar Building Company (QBC) is comprised of three divisions: civil engineering, materials production and construction equipment. We maintain ""Grade A"" classifications in each contracting category of the Qatar Centra..."
leecorpinc.com,lockbit3,14/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/7Kyqaxtoq54Is9Kj64da44abb7b0f,,"We are dedicated to helping you realize your Florida Lifestyle dream. Since 1983, our family-owned business has been busy helping people find the perfect fit in South Florida Manufactured Housing. Download many private data."
econsult.com,lockbit3,14/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/5aa75cGbaX7rbPnK64da276229c1c,US,"Law Firms & Legal Services · Pennsylvania, United States ·"
majan.com,lockbit3,13/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/dY4U3XX9cTtjlyJ464d895a6be1d6,,Majan Printing and Packaging Company LLC
luterkort.se,lockbit3,13/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/W9FMQz9bEluDqwG764d897289fee8,SE,luterkort.se
difccourts.ae,lockbit3,13/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/wvFn1p7rwuP8iTaq64d88c37e9d63,AE,"difccourts.aeThe DIFC Courts are an independent English language common law judiciary, based in the Dubai International Financial Centre (DIFC) with jurisdiction governing civil and commercial disputes nationally, regionally and worldwide. The Cour..."
zaun.co.uk,lockbit3,13/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/GsYBzVoXu2SlR9e564d88dddab843,UK,"Zaun Ltd - expert mesh fencing manufacturers and fence designers. Our extensive range includes perimeter and security fencing, metal gates.zaunnet.local\zaunadmin:TriumphTR8"
roxcel.com.tr,lockbit3,13/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/Sti6B04EWJJj9Tg164d890c7616ab,TR,"Through a deep understanding of the pulp, paper, and board industries, ROXCEL delivers unbeatable service to partners across the entire business cycle."
meaf.com,lockbit3,13/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/MVD83WJw0kmJVnnH64d8914c6bf41,,MEAF Machines B.V. is your one-stop-shop manufacturer for sheet extrusion equipment for a wide variety of raw materials
stmarysschool.co.za,lockbit3,13/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/brqo5DpFteJ9FmTw64d891fe06517,ZA,"St Mary's School, Waverley, is an independent Anglican school catering for girls from Grade 0 to matric. Little Saints, its pre-primary school"
rappenglitz.de,lockbit3,13/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/90KZREcoFJ4szOft64d892cb57507,DE,"Alles für die Messe: Rappenglitz Messebau ist Ihr internationaler und kompetenter Partner für Ausstellungen, Messestände, Markenbau"
siampremier.co.th,lockbit3,13/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/4rhPszKBwbXa3mUb64d8932edf26b,TH,"Providing legal advice and services to international clients, Siam Premier is a law firm in Thailand housing expert lawyers for all your business needs."
zain.com,lockbit3,11/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/8PLWsfUY5ZrxgQoQ64d5fa3144256,,"Zain has accomplished many achievements never before encountered in the industry. Our leading pace has always been accredited to our culture, with a deep understanding that in order to improve the lives of our clients we must reflect our internal wor..."
oneatlas.com,lockbit3,09/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/KzM5oHtwBJ1EIUyn64d4121dbf580,,"40 GB DATAAtlas provides professional testing, inspection, engineering, environmental and consulting services from more than 100 locations nationwide. We deliver solutions to both public and private sector clients in the transportation, commercia..."
el-cerrito.org,lockbit3,09/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/GJZeZFEgjBzyR7X564d386dc3e9e5,US,"El Cerrito is a city in Contra Costa County, California, United States, and forms part of the San Francisco Bay Area."
fashions-uk.com,lockbit3,09/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/SsaNeYdhLioTktsH64d389650fcb4,,100% of our business is dedicated to producing licensed and branded products. We work hard to elevate our brands at retail through carefully designed product that resonates with today’s consumer.
cbcstjohns.co.za,lockbit3,09/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/VjsIlnz5sNBmrJQp64d38b11bf37d,ZA,"CBC St John’s is an independent Catholic School for children aged 2 to Matric, in the Edmund Rice Tradition. As a Christian Brothers College, we are proud of our rich tradition and combine this with a contemporary academic vision of excellence, withi..."
octoso.de,lockbit3,09/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/BHBa00er7K4RIXw264d38f6fbfb29,DE,Octoso GmbH is a professional Microsoft Dynamics partner and offers ERP and software solutions based on Microsoft Dynamics 365 Business Central.
ricks-motorcycles.com,lockbit3,09/08/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/O9uMCNtUJVsbuS5L64d3904ea16bb,,"Since about a quarter of a century Rick’s Motorcycles is engaged with making custom parts and customizing individual stock motorcycles. This makes the company not only one of the oldest Harley-Davidson customizers in Europe, but also is a credential..."
